Nama Karakter,MBTI,Umur,Tinggi (cm),Grup,Sub-Kelompok,Role / Kekuatan Utama,Kategori Tinggi,ID Karakter,HP,ATK,DEF,SPD,Crit Rate,MP,Win Rate,Potensi Damage,Faction,Total Stat,Role,Tanggal Lahir,Umur Akurat,Status Squad
Orin Muller,ISTP,23,165,Fantasy,The Explorers,Heartstrike Overload,Pendek,Orin Muller [ISTP],89.86,23.86,3.58,8.87,22.07%,312.15,78.08%,29.1259,Western Citadel,439.3215,Support,2/23/2001,23 Tahun,Brawler
Seraphina Drayton,ENFJ,21,175,Modern,The Diplomats,Triage Field / Field Medic,Tinggi,Seraphina Drayton [ENFJ],29.8,4.19,76.69,2.49,47.17%,108.67,73.41%,6.1664,Eastern Sunrise,223.0458,Balanced,8/29/2003,21 Tahun,Tactician
Hiroshi Holloway,ESTP,22,182,Fantasy,The Explorers,Dominion Mark,Tinggi,Hiroshi Holloway [ESTP],64.71,77.85,61.19,82.61,45.47%,288.36,82.26%,113.2484,Northern Tundra,575.9973,Support,10/28/2002,22 Tahun,Tactician
Naoki Dunmore,ESFP,21,167,Fantasy,The Explorers,Ruin Pulse Engine,Pendek,Naoki Dunmore [ESFP],84.1,52.1,63.43,5.88,45.82%,117.18,53.70%,75.9722,Southern Isles,323.6852,Attacker,11/29/2003,21 Tahun,Squad Inti
Airi Ashvale,ENTP,21,182,Modern,The Analysts,Momentum Surge / Knight-Errant,Tinggi,Airi Ashvale [ENTP],124.65,45.72,72.54,12.2,94.41%,311.71,71.33%,88.8843,Eastern Sunrise,568.4774,Attacker,11/25/2003,21 Tahun,Elite Spy
Reika Funai,ISFJ,21,165,Modern,The Sentinels,Momentum Surge / Knight-Errant,Pendek,Reika Funai [ISFJ],14.44,33.08,65.21,71.44,75.99%,66.43,44.10%,58.2175,Western Citadel,251.8009,Support,7/19/2003,21 Tahun,Tanker
Vessa Drayton,ENTJ,21,183,Modern,The Analysts,Emotional Vectoring,Tinggi,Vessa Drayton [ENTJ],83.0,5.35,17.92,34.18,87.64%,348.65,47.30%,10.0387,Eastern Sunrise,490.4494,Balanced,11/14/2003,21 Tahun,Ranger
Shiho Vance,INTJ,21,169,Fantasy,The Analysts,Elemental Mastery,Normal,Shiho Vance [INTJ],18.52,14.03,21.08,62.63,51.28%,101.99,78.49%,21.2246,Northern Tundra,219.5477,Support,7/3/2003,21 Tahun,Elite Spy
Naoki Aldridge,ESFJ,23,174,Modern,The Sentinels,Dominion Mark,Normal,Naoki Aldridge [ESFJ],132.44,28.53,63.23,82.19,26.64%,83.85,42.48%,36.1304,Southern Isles,390.9312,Balanced,6/12/2001,23 Tahun,Squad Inti
Owen Hayashi,INTJ,23,161,Fantasy,The Analysts,Elemental Mastery,Pendek,Owen Hayashi [INTJ],25.04,29.15,66.43,70.28,60.60%,229.34,83.48%,46.8149,Southern Isles,421.6808,Balanced,8/12/2001,23 Tahun,Tactician
Lena Hartley,ISFP,23,172,Fantasy,The Explorers,Warbrand Arsenal,Normal,Lena Hartley [ISFP],44.63,14.32,69.77,28.17,57.22%,211.29,71.31%,22.5139,Northern Tundra,369.4653,Balanced,5/19/2001,23 Tahun,Reguler
Lyanna Emberveil,ENTJ,22,173,Fantasy,The Analysts,Combat Escalation Law,Normal,Lyanna Emberveil [ENTJ],139.14,61.81,50.14,73.19,82.72%,199.6,79.76%,112.9392,Eastern Sunrise,525.5048,Support,10/11/2002,22 Tahun,Tanker
Aiko Rossi,INFJ,21,160,Modern,The Diplomats,Damage Reflection Lattice,Pendek,Aiko Rossi [INFJ],120.14,99.9,41.99,34.05,67.38%,224.61,40.51%,167.2126,Eastern Sunrise,521.7689,Support,8/11/2003,21 Tahun,Tanker
Taro Vance,ISTP,21,169,Fantasy,The Explorers,Fracture Surge,Normal,Taro Vance [ISTP],17.96,34.0,40.21,57.32,84.88%,384.09,48.73%,62.8592,Southern Isles,534.9161,Support,11/4/2003,21 Tahun,Elite Spy
Yuki Silva,ENFP,23,175,Fantasy,The Diplomats,Adaptive Mutation,Tinggi,Yuki Silva [ENFP],69.91,81.6,92.85,6.55,60.84%,208.91,70.52%,131.2454,Northern Tundra,461.1336,Balanced,11/15/2001,23 Tahun,Reguler
Isla Eld,ISFJ,22,164,Modern,The Sentinels,Adaptive Mutation,Pendek,Isla Eld [ISFJ],147.56,63.02,84.4,57.53,63.57%,156.44,78.91%,103.0818,Southern Isles,510.3748,Support,7/29/2002,22 Tahun,Ranger
Yuki Dawnforge,ISFJ,23,173,Fantasy,The Sentinels,Dominion Mark,Normal,Yuki Dawnforge [ISFJ],56.37,83.12,30.96,52.98,43.68%,70.83,41.68%,119.4268,Eastern Sunrise,295.1136,Balanced,6/27/2001,23 Tahun,Elite Spy
Lyanna Flint,INTP,22,164,Fantasy,The Analysts,Verdant Wrath / Forest Herbalist,Pendek,Lyanna Flint [INTP],110.13,52.84,77.78,15.19,83.99%,348.85,82.21%,97.2203,Eastern Sunrise,606.452,Balanced,1/25/2002,22 Tahun,Brawler
Naoki Drayton,INTJ,21,182,Modern,The Analysts,Fracture Surge,Tinggi,Naoki Drayton [INTJ],47.34,5.36,84.96,87.32,90.03%,133.98,44.64%,10.1856,Southern Isles,360.3067,Balanced,12/6/2003,21 Tahun,Reguler
Iris Ito,ISFP,22,170,Modern,The Explorers,Runic Deconstruction / Scholar,Normal,Iris Ito [ISFP],42.22,32.6,44.67,12.65,34.63%,60.58,40.69%,43.8894,Northern Tundra,193.4732,Balanced,2/15/2002,22 Tahun,Reguler
Petra Hargrove,ENFJ,23,168,Fantasy,The Diplomats,Dominion Mark,Normal,Petra Hargrove [ENFJ],26.52,31.83,89.33,54.52,12.61%,21.24,80.65%,35.8438,Northern Tundra,224.3726,Balanced,10/17/2001,23 Tahun,Elite Spy
Cael Langley,INTJ,22,172,Fantasy,The Analysts,Combat Escalation Law,Normal,Cael Langley [INTJ],47.55,81.93,71.58,67.42,97.63%,213.86,74.01%,161.9183,Western Citadel,484.0564,Support,1/2/2002,22 Tahun,Squad Inti
Quinn Strider,ENTJ,21,163,Fantasy,The Analysts,Momentum Surge / Knight-Errant,Pendek,Quinn Strider [ENTJ],71.11,94.8,15.23,89.67,42.71%,103.96,48.25%,135.2891,Southern Isles,375.6796,Attacker,7/23/2003,21 Tahun,Elite Spy
Hana Eld,ENFP,23,175,Fantasy,The Diplomats,Verdant Wrath / Forest Herbalist,Tinggi,Hana Eld [ENFP],69.73,17.91,77.03,60.84,19.26%,51.83,76.79%,21.3595,Northern Tundra,278.3005,Attacker,8/20/2001,23 Tahun,Reguler
Shun Strider,ENTJ,21,172,Modern,The Analysts,Dominion Mark,Normal,Shun Strider [ENTJ],82.64,97.42,39.0,34.73,63.19%,325.75,75.29%,158.9797,Western Citadel,580.9248,Support,4/27/2003,21 Tahun,Ranger
Ansel Blackwood,ISFJ,23,165,Fantasy,The Sentinels,Fate Weave / Royal Advisor,Pendek,Ansel Blackwood [ISFJ],89.23,46.83,55.95,82.38,96.03%,71.29,43.13%,91.8008,Northern Tundra,347.0716,Support,6/9/2001,23 Tahun,Ranger
Lena Bramble,INFP,23,180,Modern,The Diplomats,Damage Reflection Lattice,Tinggi,Lena Bramble [INFP],122.74,88.84,90.42,63.98,23.21%,1.07,46.71%,109.4598,Southern Isles,367.7492,Attacker,5/6/2001,23 Tahun,Reguler
Vivian Ito,ESFP,22,181,Fantasy,The Explorers,Covenant Bond / Healer & Diplomat,Tinggi,Vivian Ito [ESFP],137.86,93.73,72.06,91.6,62.45%,396.13,67.52%,152.2644,Western Citadel,792.6797,Balanced,10/11/2002,22 Tahun,Ranger
Rin Hartley,ISFP,23,177,Modern,The Explorers,Combat Escalation Law,Tinggi,Rin Hartley [ISFP],17.35,28.94,4.09,43.74,66.27%,236.48,72.03%,48.1185,Western Citadel,331.983,Attacker,4/19/2001,23 Tahun,Elite Spy
Emery Suzuki,INFJ,23,175,Modern,The Diplomats,Emotional Vectoring,Tinggi,Emery Suzuki [INFJ],126.66,36.67,42.31,29.56,21.30%,349.22,40.52%,44.4807,Northern Tundra,585.0382,Balanced,10/12/2001,23 Tahun,Brawler
Emery Mirren,ENFP,23,164,Modern,The Diplomats,Resonant Aria / Performer,Pendek,Emery Mirren [ENFP],129.16,89.46,69.84,93.1,50.90%,249.68,59.09%,134.9951,Western Citadel,632.3399,Attacker,6/23/2001,23 Tahun,Tanker
Seraphina Langley,ESFJ,23,179,Fantasy,The Sentinels,Dominion Mark,Tinggi,Seraphina Langley [ESFJ],107.11,27.66,92.73,58.06,13.41%,14.35,61.75%,31.3692,Southern Isles,300.6616,Balanced,1/16/2001,23 Tahun,Reguler
Aster Vargas,ENFP,21,164,Fantasy,The Diplomats,Momentum Surge / Knight-Errant,Pendek,Aster Vargas [ENFP],78.03,52.81,61.4,25.28,69.74%,252.63,70.09%,89.6397,Southern Isles,471.5483,Support,12/15/2003,21 Tahun,Tactician
Corwin Masaki,ISFJ,21,175,Fantasy,The Sentinels,Adaptive Mutation,Tinggi,Corwin Masaki [ISFJ],63.73,96.1,80.02,29.63,93.06%,15.1,73.72%,185.5307,Southern Isles,286.2478,Balanced,7/19/2003,21 Tahun,Brawler
Miriam Inoue,ENFP,23,178,Fantasy,The Diplomats,Gravity Rend,Tinggi,Miriam Inoue [ENFP],43.74,9.17,51.05,85.29,21.93%,111.86,52.64%,11.181,Southern Isles,301.8557,Balanced,4/16/2001,23 Tahun,Brawler
Theron Suzuki,ISTJ,23,178,Fantasy,The Sentinels,Sensory Collapse Domain,Tinggi,Theron Suzuki [ISTJ],121.37,26.86,70.38,49.01,87.58%,319.95,55.43%,50.384,Northern Tundra,589.0001,Balanced,11/6/2001,23 Tahun,Reguler
Mirel Aldridge,ESTJ,21,184,Modern,The Sentinels,Transmutation Aura / Alchemist,Tinggi,Mirel Aldridge [ESTJ],109.17,17.56,58.2,84.34,33.80%,22.68,76.88%,23.4953,Northern Tundra,293.0568,Balanced,2/24/2003,21 Tahun,Elite Spy
Caius Aurelius,INFP,21,175,Modern,The Diplomats,Emotional Vectoring,Tinggi,Caius Aurelius [INFP],102.84,39.62,27.0,53.51,35.99%,174.46,75.88%,53.8792,Western Citadel,398.5487,Support,12/27/2003,21 Tahun,Tanker
Seren Whitmore,INTJ,22,173,Fantasy,The Analysts,Primal Sovereign / Engineer,Normal,Seren Whitmore [INTJ],40.8,10.73,65.78,39.72,77.42%,309.49,73.04%,19.0372,Eastern Sunrise,468.0246,Support,7/13/2002,22 Tahun,Tanker
Ethan Masaki,ESTP,23,181,Modern,The Explorers,Fracture Surge,Tinggi,Ethan Masaki [ESTP],62.28,53.0,68.86,35.8,32.67%,290.38,41.53%,70.3151,Northern Tundra,511.062,Balanced,1/18/2001,23 Tahun,Reguler
Fable Rossi,INFJ,23,182,Modern,The Diplomats,Moment moment of Truth / Oracle,Tinggi,Fable Rossi [INFJ],57.02,76.62,65.14,80.52,19.98%,74.72,48.29%,91.9287,Southern Isles,354.7027,Attacker,9/3/2001,23 Tahun,Brawler
Iris Ashford,ENTJ,21,168,Fantasy,The Analysts,Soulfire Manifestation,Normal,Iris Ashford [ENTJ],25.13,8.33,77.93,38.9,15.41%,133.73,83.00%,9.6137,Southern Isles,285.0041,Balanced,5/25/2003,21 Tahun,Elite Spy
Torin Watanabe,ENTJ,21,179,Modern,The Analysts,Memory Palace / Librarian Assistant,Tinggi,Torin Watanabe [ENTJ],17.16,54.52,43.69,61.78,49.74%,43.39,51.65%,81.6382,Northern Tundra,221.5539,Balanced,3/16/2003,21 Tahun,Tactician
Reika Wiley,ISTP,23,175,Modern,The Explorers,Ruin Pulse Engine,Tinggi,Reika Wiley [ISTP],100.03,27.38,70.31,90.56,56.38%,230.28,82.30%,42.8168,Western Citadel,519.9468,Attacker,11/1/2001,23 Tahun,Elite Spy
Taro Yoshida,INFP,21,160,Fantasy,The Diplomats,Fate Weave / Royal Advisor,Pendek,Taro Yoshida [INFP],85.52,93.57,36.53,68.5,66.90%,160.85,83.15%,156.1683,Northern Tundra,446.4705,Attacker,2/27/2003,21 Tahun,Reguler
Elara Ashford,ISFJ,22,184,Modern,The Sentinels,Elemental Mastery,Tinggi,Elara Ashford [ISFJ],83.62,96.78,66.41,30.59,19.61%,156.65,71.00%,115.7586,Western Citadel,434.9561,Balanced,8/17/2002,22 Tahun,Brawler
Dante Silva,ESFP,22,161,Modern,The Explorers,Dominion Mark,Pendek,Dante Silva [ESFP],73.9,7.24,54.51,31.47,85.08%,214.04,60.22%,13.3998,Northern Tundra,382.613,Balanced,1/31/2002,22 Tahun,Tanker
Clara Dunmore,INTJ,23,172,Modern,The Analysts,Momentum Surge / Knight-Errant,Normal,Clara Dunmore [INTJ],141.07,87.15,54.12,74.36,16.48%,93.96,73.10%,101.5123,Western Citadel,451.5558,Support,8/31/2001,23 Tahun,Tactician
Blaine Dunmore,ENFP,23,167,Modern,The Diplomats,Elemental Mastery,Pendek,Blaine Dunmore [ENFP],95.27,90.56,82.25,10.63,85.18%,244.88,42.88%,167.699,Northern Tundra,524.8706,Balanced,9/25/2001,23 Tahun,Elite Spy
Taro Watanabe,ESFJ,22,173,Fantasy,The Sentinels,Archive of Blades / Guild Archivist,Normal,Taro Watanabe [ESFJ],19.0,68.72,55.04,32.84,29.19%,385.91,42.05%,88.7794,Eastern Sunrise,562.2224,Attacker,11/22/2002,22 Tahun,Tactician
Sakura Nakamura,ISTJ,21,184,Modern,The Sentinels,Sensory Collapse Domain,Tinggi,Sakura Nakamura [ISTJ],83.46,44.43,92.64,5.03,86.26%,40.89,67.56%,82.7553,Eastern Sunrise,267.9882,Balanced,5/1/2003,21 Tahun,Elite Spy
Aiko Lopez,ENTJ,23,165,Fantasy,The Analysts,Resonant Aria / Performer,Pendek,Aiko Lopez [ENTJ],104.33,79.43,48.13,13.56,34.39%,58.09,60.27%,106.746,Eastern Sunrise,304.4866,Balanced,7/2/2001,23 Tahun,Reguler
Fable Yamamoto,INTJ,21,182,Modern,The Analysts,Covenant Bond / Healer & Diplomat,Tinggi,Fable Yamamoto [INTJ],52.83,1.45,24.33,12.63,18.61%,212.55,56.29%,1.7198,Eastern Sunrise,304.539,Attacker,10/21/2003,21 Tahun,Ranger
Sakura Ashvale,INFJ,23,166,Modern,The Diplomats,Verdant Wrath / Forest Herbalist,Pendek,Sakura Ashvale [INFJ],75.13,16.82,92.34,6.35,28.86%,146.31,51.31%,21.6743,Western Citadel,337.7517,Balanced,8/19/2001,23 Tahun,Tactician
Corwin Suzuki,INTJ,23,165,Fantasy,The Analysts,Fate Weave / Royal Advisor,Pendek,Corwin Suzuki [INTJ],11.56,24.29,45.04,58.4,77.24%,168.21,80.43%,43.0516,Eastern Sunrise,309.0767,Balanced,3/1/2001,23 Tahun,Tanker
Seren Blackwood,ESFJ,21,183,Modern,The Sentinels,Emotional Vectoring,Tinggi,Seren Blackwood [ESFJ],133.81,8.28,58.92,6.38,29.45%,174.91,67.42%,10.7185,Eastern Sunrise,383.2687,Attacker,4/25/2003,21 Tahun,Tanker
Naoki Kobayashi,ESTJ,21,180,Fantasy,The Sentinels,Essence Severance,Tinggi,Naoki Kobayashi [ESTJ],51.05,4.18,57.3,28.78,51.90%,45.33,58.82%,6.3494,Southern Isles,187.7472,Balanced,1/5/2003,21 Tahun,Tanker
Iris Inoue,ESTP,22,178,Modern,The Explorers,Resonant Aria / Performer,Tinggi,Iris Inoue [ESTP],128.69,49.43,99.57,59.57,35.13%,334.96,72.85%,66.7948,Eastern Sunrise,673.2998,Balanced,4/16/2002,22 Tahun,Tanker
Miriam Yoshida,ENTP,23,178,Modern,The Analysts,Resonant Aria / Performer,Tinggi,Miriam Yoshida [ENTP],147.05,4.97,47.59,77.09,57.80%,14.41,61.57%,7.8427,Northern Tundra,292.3037,Attacker,11/2/2001,23 Tahun,Elite Spy
Elara Masaki,ESFJ,21,182,Modern,The Sentinels,Moment moment of Truth / Oracle,Tinggi,Elara Masaki [ESFJ],54.4,24.67,99.9,2.58,24.56%,267.95,60.67%,30.729,Northern Tundra,450.3523,Attacker,4/13/2003,21 Tahun,Elite Spy
Chiyo Yamamoto,ESTJ,21,185,Fantasy,The Sentinels,Fracture Surge,Tinggi,Chiyo Yamamoto [ESTJ],129.2,8.0,89.45,33.96,48.33%,14.05,52.14%,11.8664,Eastern Sunrise,275.6647,Support,1/29/2003,21 Tahun,Tactician
Rin Kline,ISFJ,23,161,Fantasy,The Sentinels,Sensory Collapse Domain,Pendek,Rin Kline [ISFJ],70.34,5.05,37.28,65.17,60.47%,282.24,74.81%,8.1037,Eastern Sunrise,461.4328,Attacker,8/16/2001,23 Tahun,Squad Inti
Wren Crestwood,ISTJ,22,183,Modern,The Sentinels,Archive of Blades / Guild Archivist,Tinggi,Wren Crestwood [ISTJ],53.55,27.47,68.34,28.44,41.07%,26.28,61.88%,38.7519,Northern Tundra,205.1095,Attacker,3/6/2002,22 Tahun,Brawler
Reika Hartley,ISFP,23,185,Modern,The Explorers,Momentum Surge / Knight-Errant,Tinggi,Reika Hartley [ISFP],14.01,39.68,18.7,95.87,24.83%,31.7,45.04%,49.5325,Eastern Sunrise,200.6587,Attacker,5/15/2001,23 Tahun,Squad Inti
Brant Wiley,INFJ,21,169,Modern,The Diplomats,Verdant Wrath / Forest Herbalist,Normal,Brant Wiley [INFJ],52.66,44.94,64.82,29.86,88.46%,26.12,50.45%,84.6939,Southern Isles,219.7891,Attacker,5/4/2003,21 Tahun,Reguler
Wren Pemberton,ISFJ,21,175,Fantasy,The Sentinels,Momentum Surge / Knight-Errant,Tinggi,Wren Pemberton [ISFJ],46.31,14.06,79.15,18.0,53.58%,104.74,83.68%,21.5933,Northern Tundra,263.6326,Balanced,12/22/2003,21 Tahun,Tanker
Naoki Inoue,ISFP,23,179,Fantasy,The Explorers,Elemental Mastery,Tinggi,Naoki Inoue [ISFP],146.01,84.09,69.59,66.97,31.41%,62.24,41.85%,110.5027,Southern Isles,429.6326,Support,11/26/2001,23 Tahun,Squad Inti
Yuna Hartley,ESFP,22,165,Modern,The Explorers,Archive of Blades / Guild Archivist,Pendek,Yuna Hartley [ESFP],146.73,15.65,45.39,97.57,20.93%,213.92,41.12%,18.9255,Western Citadel,519.8805,Balanced,2/25/2002,22 Tahun,Elite Spy
Zara Lopez,ISFJ,21,183,Fantasy,The Sentinels,Runic Deconstruction / Scholar,Tinggi,Zara Lopez [ISFJ],71.61,29.69,94.46,98.09,23.24%,229.92,65.44%,36.59,Western Citadel,524.6568,Attacker,11/6/2003,21 Tahun,Brawler
Lyanna Dunmore,ISTJ,23,164,Fantasy,The Sentinels,Gravity Rend,Pendek,Lyanna Dunmore [ISTJ],60.84,84.25,45.15,10.16,67.72%,22.96,66.25%,141.3041,Eastern Sunrise,224.6997,Attacker,8/28/2001,23 Tahun,Squad Inti
Elara Declan,INTP,23,181,Fantasy,The Analysts,Essence Severance,Tinggi,Elara Declan [INTP],74.08,60.71,51.64,6.55,45.78%,267.04,72.22%,88.503,Western Citadel,461.2,Attacker,6/28/2001,23 Tahun,Elite Spy
Riku Emberveil,ENFJ,22,171,Fantasy,The Diplomats,Transmutation Aura / Alchemist,Normal,Riku Emberveil [ENFJ],131.27,9.67,73.06,44.98,82.33%,397.05,52.99%,17.6313,Western Citadel,657.3832,Support,12/21/2002,22 Tahun,Elite Spy
Caspian Hayashi,ESTJ,22,164,Fantasy,The Sentinels,Verdant Wrath / Forest Herbalist,Pendek,Caspian Hayashi [ESTJ],148.27,53.0,34.21,93.38,43.82%,236.68,40.30%,76.2246,Southern Isles,566.3812,Attacker,3/2/2002,22 Tahun,Squad Inti
Sylvie Silva,ESFP,22,166,Fantasy,The Explorers,Runic Deconstruction / Scholar,Pendek,Sylvie Silva [ESFP],83.53,5.18,82.8,83.62,60.34%,122.26,60.86%,8.3056,Northern Tundra,378.602,Balanced,1/16/2002,22 Tahun,Squad Inti
Shun Velmont,ISTP,22,163,Fantasy,The Explorers,Elemental Mastery,Pendek,Shun Velmont [ISTP],74.29,69.1,25.23,12.82,99.49%,111.61,43.00%,137.8476,Southern Isles,294.4749,Support,8/13/2002,22 Tahun,Elite Spy
Yuna Velmont,ENTP,23,182,Fantasy,The Analysts,Gravity Rend,Tinggi,Yuna Velmont [ENTP],126.95,17.12,6.79,32.65,22.19%,351.45,47.35%,20.9189,Southern Isles,535.6554,Attacker,9/2/2001,23 Tahun,Elite Spy
Mika Moonshade,ENFJ,21,169,Modern,The Diplomats,Essence Severance,Normal,Mika Moonshade [ENFJ],115.2,19.14,10.36,75.51,88.52%,217.94,77.21%,36.0827,Southern Isles,439.8073,Attacker,12/21/2003,21 Tahun,Brawler
Nova Masaki,ENFJ,21,164,Fantasy,The Diplomats,Sensory Collapse Domain,Pendek,Nova Masaki [ENFJ],117.04,41.79,92.17,17.14,55.30%,87.93,77.42%,64.8999,Northern Tundra,357.3972,Attacker,11/28/2003,21 Tahun,Elite Spy
Kiran Muller,ENTJ,21,160,Fantasy,The Analysts,Covenant Bond / Healer & Diplomat,Pendek,Kiran Muller [ENTJ],103.97,14.76,44.75,98.77,97.31%,209.73,47.75%,29.123,Southern Isles,473.4306,Balanced,9/10/2003,21 Tahun,Brawler
Orion Muller,ISTJ,23,182,Modern,The Sentinels,Covenant Bond / Healer & Diplomat,Tinggi,Orion Muller [ISTJ],19.68,13.89,8.78,69.39,17.00%,313.83,74.86%,16.2513,Western Citadel,426.4886,Balanced,10/19/2001,23 Tahun,Squad Inti
Yuki Nox,ISTJ,23,175,Fantasy,The Sentinels,Ruin Pulse Engine,Tinggi,Yuki Nox [ISTJ],10.87,67.09,75.7,78.45,28.49%,368.12,80.55%,86.2039,Eastern Sunrise,601.3204,Support,9/1/2001,23 Tahun,Tanker
Cael Nakamura,INTP,22,183,Fantasy,The Analysts,Combat Escalation Law,Tinggi,Cael Nakamura [INTP],24.92,50.56,73.13,24.94,18.92%,228.52,66.02%,60.126,Northern Tundra,402.9194,Support,7/23/2002,22 Tahun,Squad Inti
Kotaro Inoue,INFJ,23,184,Modern,The Diplomats,Damage Reflection Lattice,Tinggi,Kotaro Inoue [INFJ],138.15,85.28,48.0,70.12,70.62%,74.87,44.83%,145.5047,Southern Isles,417.5745,Attacker,1/9/2001,23 Tahun,Elite Spy
Shaela Saito,INFJ,23,173,Fantasy,The Diplomats,Fate Weave / Royal Advisor,Normal,Shaela Saito [INFJ],70.42,52.45,50.09,36.76,74.99%,116.02,43.70%,91.7823,Western Citadel,326.9269,Balanced,8/20/2001,23 Tahun,Elite Spy
Naoki Vance,ISFP,21,181,Modern,The Explorers,Resonant Aria / Performer,Tinggi,Naoki Vance [ISFP],44.3,85.68,19.69,7.89,52.81%,336.58,70.56%,130.9276,Eastern Sunrise,495.3737,Balanced,6/29/2003,21 Tahun,Brawler
Sage Tanaka,ENFP,21,172,Modern,The Diplomats,Fate Weave / Royal Advisor,Normal,Sage Tanaka [ENFP],22.36,40.66,59.47,11.07,98.01%,370.19,42.91%,80.5109,Eastern Sunrise,505.1592,Attacker,6/17/2003,21 Tahun,Squad Inti
Lyra Saito,INFP,21,173,Fantasy,The Diplomats,Primal Sovereign / Engineer,Normal,Lyra Saito [INFP],113.69,80.3,94.38,36.25,95.51%,267.0,84.44%,156.9945,Southern Isles,593.4195,Balanced,10/20/2003,21 Tahun,Ranger
Orin Rossi,ESFP,21,168,Fantasy,The Explorers,Heartstrike Overload,Normal,Orin Rossi [ESFP],94.63,14.33,10.86,6.23,71.03%,28.22,83.74%,24.5086,Western Citadel,155.8177,Support,9/30/2003,21 Tahun,Brawler
Zara Aurelius,ISFJ,23,179,Modern,The Sentinels,Memory Palace / Librarian Assistant,Tinggi,Zara Aurelius [ISFJ],119.12,20.99,66.55,49.53,40.93%,105.4,78.69%,29.5812,Northern Tundra,362.7862,Balanced,7/17/2001,23 Tahun,Elite Spy
Elise Declan,ISTJ,21,170,Fantasy,The Sentinels,Momentum Surge / Knight-Errant,Normal,Elise Declan [ISTJ],6.36,18.51,66.28,78.16,24.77%,354.0,59.38%,23.0949,Southern Isles,524.1515,Support,2/10/2003,21 Tahun,Elite Spy
Kiran Holloway,ENFP,21,181,Fantasy,The Diplomats,Triage Field / Field Medic,Tinggi,Kiran Holloway [ENFP],76.5,39.75,49.97,97.12,41.75%,247.16,84.00%,56.3456,Southern Isles,511.7575,Balanced,8/21/2003,21 Tahun,Tactician
Dara Kline,INTJ,23,171,Fantasy,The Analysts,Emotional Vectoring,Normal,Dara Kline [INTJ],15.51,35.17,36.38,35.78,32.29%,264.83,69.16%,46.5264,Northern Tundra,388.6845,Support,2/25/2001,23 Tahun,Tactician
Kiran Fitzgerald,ISFP,23,165,Fantasy,The Explorers,Ruin Pulse Engine,Pendek,Kiran Fitzgerald [ISFP],69.68,86.47,57.24,90.24,72.64%,107.38,66.46%,149.2818,Southern Isles,412.401,Attacker,2/10/2001,23 Tahun,Reguler
Lena Chen,INFP,21,185,Modern,The Diplomats,Damage Reflection Lattice,Tinggi,Lena Chen [INFP],51.06,50.77,76.73,34.61,42.70%,246.32,59.62%,72.4488,Western Citadel,460.5132,Support,9/28/2003,21 Tahun,Ranger
Corwin Kato,ENTJ,22,169,Modern,The Analysts,Covenant Bond / Healer & Diplomat,Normal,Corwin Kato [ENTJ],149.44,40.8,23.36,74.55,85.98%,37.69,44.26%,75.8798,Southern Isles,327.1424,Attacker,6/28/2002,22 Tahun,Tactician
Nolan Sol,ENFP,22,180,Fantasy,The Diplomats,Living Canvas / Cartographer,Tinggi,Nolan Sol [ENFP],99.86,32.02,42.02,25.88,70.44%,206.63,64.64%,54.5749,Northern Tundra,407.7608,Support,9/11/2002,22 Tahun,Brawler
Rowan Bramble,ESTP,21,166,Fantasy,The Explorers,Living Canvas / Cartographer,Pendek,Rowan Bramble [ESTP],140.26,72.93,6.93,20.86,31.63%,185.53,73.59%,95.9978,Southern Isles,427.5622,Attacker,8/16/2003,21 Tahun,Elite Spy
Taro Ito,ISFJ,22,173,Fantasy,The Sentinels,Triage Field / Field Medic,Normal,Taro Ito [ISFJ],39.21,60.52,41.18,12.24,32.10%,77.57,77.23%,79.9469,Western Citadel,231.8133,Attacker,7/1/2002,22 Tahun,Reguler
Akira Aikawa,ENTP,23,166,Fantasy,The Analysts,Moment moment of Truth / Oracle,Pendek,Akira Aikawa [ENTP],5.34,79.18,28.5,55.52,13.80%,258.07,72.51%,90.1068,Northern Tundra,427.4731,Balanced,11/23/2001,23 Tahun,Ranger
Ethan Aurelius,ENTJ,21,162,Fantasy,The Analysts,Probability Flux / Treasure Hunter,Pendek,Ethan Aurelius [ENTJ],60.14,84.14,84.43,24.37,55.02%,228.82,45.43%,130.4338,Southern Isles,482.9045,Attacker,4/14/2003,21 Tahun,Tactician
Ethan Calloway,ESFJ,21,178,Modern,The Sentinels,Living Canvas / Cartographer,Tinggi,Ethan Calloway [ESFJ],33.48,11.57,22.2,28.18,87.66%,163.94,42.52%,21.7123,Southern Isles,260.6718,Support,3/10/2003,21 Tahun,Tactician
Ansel Langley,ISFJ,22,175,Fantasy,The Sentinels,Zone of Order / City Watch Captain,Tinggi,Ansel Langley [ISFJ],55.09,71.85,82.32,3.09,64.52%,386.76,77.87%,118.2076,Northern Tundra,600.5339,Support,5/20/2002,22 Tahun,Ranger
Haruto Drayton,ESFJ,21,169,Modern,The Sentinels,Dominion Mark,Normal,Haruto Drayton [ESFJ],128.79,39.46,91.07,39.9,33.00%,391.22,44.06%,52.4818,Eastern Sunrise,691.2106,Attacker,1/14/2003,21 Tahun,Squad Inti
